No.,Nombre_montana,Altura,Score,Vistas,Ubicacion
1192,"""Teocalli Mountain""",4026,81.69%,15414,"""Colorado,UnitedStates,NorthAmerica"""
1193,"""Hayden Mountain""",4025,88.91%,24975,"""Colorado,UnitedStates,NorthAmerica"""
1194,"""""Cox Beak""""",4025,81.18%,1941,"""Colorado,UnitedStates,NorthAmerica"""
1195,"""Mount Warlow""",4025,75.81%,9962,"""California,UnitedStates,NorthAmerica"""
1196,"""Jacque Peak""",4025,89.01%,23556,"""Colorado,UnitedStates,NorthAmerica"""
1197,"""American Legion Peak""",4025,77.48%,1349,"""Wyoming,UnitedStates,NorthAmerica"""
1198,"""Mount Nebo""",4025,79.78%,2818,"""Colorado,UnitedStates,NorthAmerica"""
1199,"""Eagle Peak""",4025,86.85%,14092,"""Colorado,UnitedStates,NorthAmerica"""
1200,"""Lenawee Mountain""",4025,78.35%,14779,"""Colorado,UnitedStates,NorthAmerica"""
1201,"""Bennett Peak""",4024,79.78%,22187,"""Colorado,UnitedStates,NorthAmerica"""
1202,"""Tuttle Mountain""",4024,85.23%,5725,"""Colorado,UnitedStates,NorthAmerica"""
1203,"""UN13,202 &amp; Point 13,150""",4024,85.87%,4541,"""Colorado,UnitedStates,NorthAmerica"""
1204,"""UN 13202""",4024,74.01%,1286,"""Colorado,UnitedStates,NorthAmerica"""
1205,"""Bete Noire (Brown Cliffs HP)""",4023,74.92%,1095,"""Wyoming,UnitedStates,NorthAmerica"""
1206,"""Mountain Boy and Igloo Peaks""",4023,78.27%,2892,"""Colorado,UnitedStates,NorthAmerica"""
1207,"""Wind River Peak""",4022,88.08%,49568,"""Wyoming,UnitedStates,NorthAmerica"""
1208,"""Siah Darreh""",4022,85.36%,4168,"""Tehran/Qazvin,Iran,Asia"""
1209,"""Peak 9""",4022,84.82%,35171,"""Colorado,UnitedStates,NorthAmerica"""
1210,"""London Mountain""",4022,83.69%,13052,"""Colorado,UnitedStates,NorthAmerica"""
1211,"""Mount Moss""",4021,74.01%,332,"""Colorado,UnitedStates,NorthAmerica"""
1212,"""Angemar II""",4020,84.82%,4580,"""Tehran,Iran,Asia"""
1213,"""Red Peak &amp; West Demming &amp; Uneva Peak""",4020,91.75%,34851,"""Colorado,UnitedStates,NorthAmerica"""
1214,"""“Ruby Peak” (0.7 mi SW of Ruby Lake)""",4020,76.29%,15152,"""California,UnitedStates,NorthAmerica"""
1215,"""Mount Waddington""",4019,89.25%,82501,"""BritishColumbia,Canada,NorthAmerica"""
1216,"""Twin Peaks""",4019,78.27%,1606,"""Wyoming,UnitedStates,NorthAmerica"""
1217,"""Mt Hitchcock""",4018,81.84%,10513,"""California,UnitedStates,NorthAmerica"""
1218,"""Santa Fe Peak""",4017,86.37%,20052,"""Colorado,UnitedStates,NorthAmerica"""
1219,"""Babcock Peak""",4017,77.48%,5711,"""Colorado,UnitedStates,NorthAmerica"""
1220,"""Mount Valhalla &amp; ""Hail Peak""""",4017,87.31%,33170,"""Colorado,UnitedStates,NorthAmerica"""
1221,"""Weissmies""",4017,95.66%,79153,"""Valais,Switzerland,Europe"""
1222,"""Mount Wynne""",4017,79.04%,11862,"""California,UnitedStates,NorthAmerica"""
1223,"""Striped Mountain""",4017,95.67%,14238,"""California,UnitedStates,NorthAmerica"""
1224,"""Yellow Mountain South""",4016,85.36%,5052,"""Colorado,UnitedStates,NorthAmerica"""
1225,"""Mount Young""",4016,85.36%,13477,"""California,UnitedStates,NorthAmerica"""
1226,"""Copeland Mountain""",4016,89.77%,30694,"""Colorado,UnitedStates,NorthAmerica"""
1227,"""Mount Chamberlin""",4016,70.83%,1036,"""California,UnitedStates,NorthAmerica"""
1228,"""Dôme de Rochefort""",4015,91.14%,10389,"""AostaValley,France,Italy,Europe"""
1229,"""Kandigan""",4015,87.31%,12981,"""Mazandaran,Iran,Asia"""
1230,"""Kahar the Great &amp; Kahar the Small""",4015,81.84%,6896,"""Tehran,Iran,Asia"""
1231,"""Conejos Peak""",4015,91.75%,34756,"""Colorado,UnitedStates,NorthAmerica"""
1232,"""Dôme de Neige des Ecrins""",4015,91.38%,28222,"""Dauphiné(Vallouise),France,Europe"""
1233,"""Peak 13,172 (0.6 mi ESE of Mt. Lamarck)""",4015,71.76%,3626,"""California,UnitedStates,NorthAmerica"""
1234,"""""South Emmons"" (a.k.a. ""Glacier Peak"")""",4014,77.48%,5864,"""Utah,UnitedStates,NorthAmerica"""
1235,"""Sheep Mountain C""",4014,80.49%,12215,"""Colorado,UnitedStates,NorthAmerica"""
1236,"""Cloud Peak""",4013,95.82%,139961,"""Wyoming,UnitedStates,NorthAmerica"""
1237,"""Dent du Géant/Dente del Gigante""",4013,96.35%,69727,"""MontBlanc,Savoie/Valled'Aosta,France,Europe"""
1238,"""""Stony Pass Peak"" UN 13,165 feet""",4013,84.82%,5879,"""Colorado,UnitedStates,NorthAmerica"""
1239,"""Tokewanna Peak""",4013,84.82%,23599,"""Utah,UnitedStates,NorthAmerica"""
1240,"""13164""",4012,83.55%,8508,"""Colorado,UnitedStates,NorthAmerica"""
1241,"""Kelso Mountain""",4012,87.31%,21954,"""Colorado,UnitedStates,NorthAmerica"""
1242,"""Mount Helen""",4012,85.63%,24427,"""Colorado,UnitedStates,NorthAmerica"""
1243,"""Francs Peak""",4012,91.59%,40855,"""Wyoming,UnitedStates,NorthAmerica"""
1244,"""Wheeler Peak (NM)""",4011,98.93%,379231,"""NewMexico,UnitedStates,NorthAmerica"""
1245,"""Grand Turk""",4011,90.81%,15813,"""Colorado,UnitedStates,NorthAmerica"""
1246,"""Unnamed 13159""",4011,78.27%,599,"""Colorado,UnitedStates,NorthAmerica"""
1247,"""Mount Powell""",4011,90.85%,16744,"""Utah,UnitedStates,NorthAmerica"""
1248,"""Twilight Peak""",4011,77.45%,25040,"""Colorado,UnitedStates,NorthAmerica"""
1249,"""13158""",4011,75.81%,3574,"""Colorado,UnitedStates,NorthAmerica"""
1250,"""""Window Peak""""",4010,79.61%,16578,"""Colorado,UnitedStates,NorthAmerica"""
1251,"""Imouzzer""",4010,85.24%,5364,"""Morocco,Africa"""
1252,"""Lagginhorn""",4010,92.41%,58216,"""Wallis(Valais),Switzerland,Europe"""
1253,"""V5""",4010,71.06%,5702,"""Colorado,UnitedStates,NorthAmerica"""
1254,"""Wasatch BM""",4010,79.78%,13645,"""Utah,UnitedStates,NorthAmerica"""
1255,"""Split Mountain""",4010,86.85%,15363,"""Wyoming,UnitedStates,NorthAmerica"""
1256,"""13155""",4010,79.04%,506,"""Colorado,UnitedStates,NorthAmerica"""
1257,"""Desolation Peak""",4010,85.87%,16450,"""Wyoming,UnitedStates,NorthAmerica"""
1258,"""Taylor Peak""",4009,76.66%,34490,"""Colorado,UnitedStates,NorthAmerica"""
1259,"""Pomeroy Mountain""",4008,88.19%,11620,"""Colorado,UnitedStates,NorthAmerica"""
1260,"""Montezuma Peak and ""The Unicorn""""",4008,88.19%,18584,"""Colorado,UnitedStates,NorthAmerica"""
1261,"""Mount Layla (Laila)""",4008,77.48%,18412,"""Georgia,Europe"""
1262,"""South River Peak""",4008,73.44%,11212,"""Colorado,UnitedStates,NorthAmerica"""
1263,"""Haft Saran""",4007,81.84%,5637,"""Mazandaran,Iran,Asia"""
1264,"""Mount Flora""",4007,84.6%,32977,"""Colorado,UnitedStates,NorthAmerica"""
1265,"""Unnamed 13145 ""Jackass Point""""",4007,85.36%,2302,"""Colorado,UnitedStates,NorthAmerica"""
1266,"""Precipice Peak""",4006,82.48%,10576,"""Colorado,UnitedStates,NorthAmerica"""
1267,"""Little Horn Peak""",4006,84.82%,14231,"""Colorado,SangreDeCristoMountainRange,UnitedStates,NorthAmerica"""
1268,"""Mount Ritter""",4006,95%,122131,"""California,UnitedStates,NorthAmerica"""
1269,"""Robeson Peak""",4005,84.68%,4907,"""Colorado,UnitedStates,NorthAmerica"""
1270,"""Peak Twelve""",4005,76.66%,508,"""Colorado,UnitedStates,NorthAmerica"""
1271,"""Dickers Peck""",4005,76.66%,10006,"""Colorado,UnitedStates,NorthAmerica"""
1272,"""Lawson Peak""",4005,74.01%,10272,"""California,UnitedStates,NorthAmerica"""
1273,"""Boundary Peak (Nevada)""",4005,96.58%,196317,"""Nevada,UnitedStates,NorthAmerica"""
1274,"""Savage Peak""",4005,88.46%,22084,"""Colorado,UnitedStates,NorthAmerica"""
1275,"""Ogalalla Peak""",4004,92.04%,27656,"""Colorado,UnitedStates,NorthAmerica"""
1276,"""Hunchback Mountain""",4004,83.69%,7332,"""Colorado,UnitedStates,NorthAmerica"""
1277,"""Mount Baxter""",4004,80.5%,26683,"""California,UnitedStates,NorthAmerica"""
1278,"""UN 13135 ""Medano Peak""""",4004,82.48%,5368,"""Colorado,UnitedStates,NorthAmerica"""
1279,"""S 9""",4003,81.18%,1613,"""Colorado,UnitedStates,NorthAmerica"""
1280,"""Sullivan Mountain""",4003,85.36%,10926,"""Colorado,UnitedStates,NorthAmerica"""
1281,"""Mount Walter""",4003,92.32%,20748,"""NewMexico,UnitedStates,NorthAmerica"""
1282,"""Peak 13132 ft (Bear Creek, Ouray)""",4003,82.48%,3949,"""Colorado,NorthAmerica"""
1283,"""Sewanee Peak""",4003,89.77%,9010,"""Colorado,UnitedStates,NorthAmerica"""
1284,"""Mount Eva""",4002,89.14%,30327,"""Colorado,UnitedStates,NorthAmerica"""
1285,"""Aiguille de Rochefort""",4001,98.63%,49092,"""Haute-Savoie/Aosta(MontBlanc),France/Italy,Europe"""
1286,"""Diamond Peak""",4001,83.39%,21902,"""California,UnitedStates,NorthAmerica"""
1287,"""""Ruby Mesa""""",4000,85.36%,8654,"""California,UnitedStates,NorthAmerica"""
1288,"""Tezerjan""",4000,78.27%,4716,"""Yazd,Iran,Asia"""
1289,"""Red Slate Mountain""",4000,89.77%,47637,"""California,UnitedStates,NorthAmerica"""
1290,"""Spiller Peak""",4000,79.04%,2962,"""Colorado,UnitedStates,NorthAmerica"""
1291,"""Boskoff Peak""",4000,79.04%,2874,"""Colorado,UnitedStates,NorthAmerica"""
1292,"""Les Droites""",4000,87.76%,45878,"""France,Europe"""
1293,"""Guyselman Mountain, Peak N &amp; O""",3999,86.85%,24414,"""Colorado,UnitedStates,NorthAmerica"""
1294,"""Checkered Demon""",3999,84.27%,16162,"""California,UnitedStates,NorthAmerica"""
1295,"""Picture Peak""",3999,81.84%,21359,"""California,UnitedStates,NorthAmerica"""
1296,"""Isolation Peak""",3998,93.01%,31904,"""Colorado,UnitedStates,NorthAmerica"""
1297,"""UN 13117 ""Cupid""""",3998,92.04%,16730,"""Colorado,UnitedStates,NorthAmerica"""
1298,"""Henderson Peak""",3997,77.48%,1598,"""Wyoming,UnitedStates,NorthAmerica"""
1299,"""Mount Lyell""",3997,95.35%,127459,"""California,UnitedStates,NorthAmerica"""
1300,"""Klondike Peak""",3997,77.47%,14456,"""Wyoming,UnitedStates,NorthAmerica"""
1301,"""Old Mike Peak""",3997,80.31%,15886,"""NewMexico,UnitedStates,NorthAmerica"""
1302,"""Pointe Durier""",3997,80.26%,10477,"""Massifdumontblanc,France,Europe"""
1303,"""Lizard Head""",3997,96.59%,55895,"""Colorado,UnitedStates,NorthAmerica"""
1304,"""Fitzpatrick Peak""",3997,85.36%,7399,"""Colorado,UnitedStates,NorthAmerica"""
1305,"""UN 13111 ""Hancock Peak""""",3996,84.82%,3843,"""Colorado,UnitedStates,NorthAmerica"""
1306,"""Cow Benchmark""",3996,77.88%,7268,"""Colorado,UnitedStates,NorthAmerica"""
1307,"""Piz Zupò""",3996,83.1%,12006,"""Valtellina,Italy,Europe"""
1308,"""Unnamed 13110""",3996,74.92%,522,"""Colorado,UnitedStates,NorthAmerica"""
1309,"""Mount Gilbert""",3995,79.77%,27394,"""California,UnitedStates,NorthAmerica"""
1310,"""Unnamed 13106 ""Nellie Point""""",3995,78.27%,1630,"""Colorado,UnitedStates,NorthAmerica"""
1311,"""Bushnell Peak""",3994,86.37%,20881,"""Colorado,UnitedStates,NorthAmerica"""
1312,"""Peak 3994m (0.9 mi N of The Thumb)""",3994,71.06%,3548,"""California,UnitedStates,NorthAmerica"""
1313,"""Merriam Peak""",3994,82.57%,28455,"""California,UnitedStates,NorthAmerica"""
1314,"""West Gunsight (a.k.a. Dome) Peak""",3994,88.19%,11759,"""Utah,UnitedStates,NorthAmerica"""
1315,"""Truchas Peak (aka South Truchas Peak)""",3993,89.92%,105636,"""NewMexico,UnitedStates,NorthAmerica"""
1316,"""Unnamed 13100 B""",3993,83.69%,2623,"""Colorado,UnitedStates,NorthAmerica"""
1317,"""Peak's D &amp; C-Prime""",3993,88.19%,10566,"""Colorado,UnitedStates,NorthAmerica"""
1318,"""Middle Mountain A""",3993,72.08%,6696,"""Colorado,NorthAmerica"""
1319,"""Fletschhorn""",3993,91.13%,30701,"""Wallis(Weissmies),Switzerland,Europe"""
1320,"""Corbett Ridge and Peak""",3993,83.1%,5113,"""Colorado,UnitedStates,NorthAmerica"""
1321,"""Baldy Lejos and 13020""",3993,78.27%,317,"""Colorado,UnitedStates,NorthAmerica"""
1322,"""""Tomboy Peak""""",3991,79.04%,3884,"""Colorado,UnitedStates,NorthAmerica"""
1323,"""Unnamed 13093""",3991,84.27%,1360,"""Colorado,UnitedStates,NorthAmerica"""
1324,"""Djan Tugan""",3991,91.45%,16516,"""AdilSu,Caucasus,Russia,Europe"""
1325,"""Charybdis""",3990,86.88%,21991,"""California,UnitedStates,NorthAmerica"""
1326,"""Mount Solitude""",3990,73.83%,1545,"""Colorado,UnitedStates,NorthAmerica"""
1327,"""Volcán Sumaco""",3990,74.92%,12543,"""Napo,Ecuador,SouthAmerica"""
1328,"""Paiute Peak""",3989,89.39%,34220,"""Colorado,UnitedStates,NorthAmerica"""
1329,"""Spencer Peak""",3989,91.14%,10790,"""Colorado,UnitedStates,NorthAmerica"""
1330,"""Mount Huxley""",3989,71.06%,13504,"""California,UnitedStates,NorthAmerica"""
1331,"""Mount Goode""",3988,87.05%,41114,"""California,UnitedStates,NorthAmerica"""
1332,"""Peak X""",3988,89.77%,13602,"""Colorado,UnitedStates,NorthAmerica"""
1333,"""Keller Mountain""",3988,89.01%,27188,"""Colorado,UnitedStates,NorthAmerica"""
1334,"""Boreas Mountain""",3987,90.81%,26005,"""Colorado,UnitedStates,NorthAmerica"""
1335,"""""Huerfanito""""",3987,78.27%,1946,"""Colorado,UnitedStates,NorthAmerica"""
1336,"""Peak H""",3987,74.92%,4741,"""Colorado,UnitedStates,NorthAmerica"""
1337,"""Miriam Peak""",3987,88.61%,15397,"""Wyoming,UnitedStates,NorthAmerica"""
1338,"""Broken Finger Peak""",3987,81.84%,13185,"""California,UnitedStates,NorthAmerica"""
1339,"""North Traverse Peak""",3986,85.35%,13186,"""Colorado,UnitedStates,NorthAmerica"""
1340,"""Peak 13078 (Poplar Gulch)""",3986,86.85%,7383,"""Colorado,UnitedStates,NorthAmerica"""
1341,"""Whale Peak""",3986,86.6%,16809,"""Colorado,UnitedStates,NorthAmerica"""
1342,"""Ajusco""",3986,82.93%,37746,"""MexicoCity,D.F.,Mexico,--"""
1343,"""Snowdon Peak""",3986,94.96%,45493,"""Colorado,UnitedStates,NorthAmerica"""
1344,"""Vista Peak""",3985,86.37%,10325,"""Colorado,UnitedStates,NorthAmerica"""
1345,"""13075""",3985,77.48%,3101,"""Colorado,UnitedStates,NorthAmerica"""
1346,"""North Twilight Peak""",3985,79.43%,13980,"""Colorado,UnitedStates,NorthAmerica"""
1347,"""Pashooreh""",3985,81.17%,3661,"""Tehran,Iran,Asia"""
1348,"""Peak 3985m""",3985,81.42%,3346,"""California,UnitedStates,NorthAmerica"""
1349,"""Mount Garfield""",3985,90.81%,15292,"""Colorado,UnitedStates,NorthAmerica"""
1350,"""Blackwall Mountain""",3985,85.75%,7213,"""Colorado,UnitedStates,NorthAmerica"""
1351,"""Hunts Peak""",3984,84.95%,14431,"""Colorado,UnitedStates,NorthAmerica"""
1352,"""Peak 13070 ft (Pomeroy/Grizzly Lakes)""",3984,85.87%,5598,"""Colorado,UnitedStates,NorthAmerica"""
1353,"""UN 13070 ""Devils Playground""""",3984,87.31%,17215,"""Colorado,UnitedStates,NorthAmerica"""
1354,"""Mount Chiquita""",3983,85.78%,28801,"""Colorado,UnitedStates,NorthAmerica"""
1355,"""Unnamed 13069""",3983,77.48%,716,"""Colorado,UnitedStates,NorthAmerica"""
1356,"""La Meije""",3983,89.01%,46521,"""Dauphiné,France,Europe"""
1357,"""""North Emmons"" (a.k.a. ""Pinnacle Peak"")""",3983,75.81%,6484,"""Utah,UnitedStates,NorthAmerica"""
1358,"""Kendall Benchmark""",3983,84.02%,21084,"""Colorado,UnitedStates,NorthAmerica"""
1359,"""Middle Truchas Peak""",3983,72.85%,11754,"""NewMexico,UnitedStates,NorthAmerica"""
1360,"""Cliff Point (Utah 13er)""",3982,0%,1046,"""Utah,UnitedStates,NorthAmerica"""
1361,"""Wheeler Peak""",3982,98.57%,131180,"""Nevada,UnitedStates,NorthAmerica"""
1362,"""West Needle Mountain""",3981,84.27%,1983,"""Colorado,UnitedStates,NorthAmerica"""
1363,"""Point 13,062 (WY)""",3981,82.48%,8807,"""Wyoming,UnitedStates,NorthAmerica"""
1364,"""Seven Gables""",3981,90.48%,37780,"""California,UnitedStates,NorthAmerica"""
1365,"""Medio Truchas Peak""",3981,71.86%,8949,"""NewMexico,UnitedStates,NorthAmerica"""
1366,"""Wilson Peak""",3981,95.35%,28792,"""Utah,UnitedStates,NorthAmerica"""
1367,"""Saint Sophia""",3981,76.66%,1893,"""Colorado,UnitedStates,NorthAmerica"""
1368,"""Mount Owen (Ruby Range)""",3980,92.59%,32884,"""Colorado,UnitedStates,NorthAmerica"""
1369,"""Tazaghart""",3980,78.27%,11472,"""highatlas,Morocco,Africa"""
1370,"""Peak V ""East Partner Peak""""",3980,85.75%,14536,"""Colorado,UnitedStates,NorthAmerica"""
1371,"""Mount Genevra""",3979,73.06%,8019,"""California,UnitedStates,NorthAmerica"""
1372,"""Mount Dana""",3979,98.71%,139885,"""California,UnitedStates,NorthAmerica"""
1373,"""Ellingwood Peak""",3978,81.84%,22548,"""Wyoming,UnitedStates,NorthAmerica"""
1374,"""Houghton Mountain""",3978,77.48%,6273,"""Colorado,UnitedStates,NorthAmerica"""
1375,"""Volcan Tromen""",3978,74.72%,6682,"""Neuquen,Argentina,SouthAmerica"""
1376,"""Mount Mary Austin""",3978,86.37%,18236,"""California,UnitedStates,NorthAmerica"""
1377,"""UN 13,050' ""Golden Lotus Mountain""""",3978,73.06%,7897,"""Colorado,UnitedStates,NorthAmerica"""
1378,"""Volcán Acatenango (Acatenango Volcano)""",3976,92.32%,40928,"""Guatemala,NorthAmerica"""
1379,"""Peak 13042 ft (Silverton area)""",3975,81.18%,5920,"""Colorado,UnitedStates,NorthAmerica"""
1380,"""Schalihorn""",3975,83.1%,3184,"""Valais/Wallis,Switzerland,Europe"""
1381,"""Siah Leez &amp; Varzakool""",3975,82.48%,3557,"""Tehran/Mazandaran,Iran,Asia"""
1382,"""Mutinda Lookout""",3975,86.68%,5053,"""WesternRegion,Uganda,Africa"""
1383,"""Peak U/""West Partner""""",3975,84.27%,17294,"""Colorado,UnitedStates,NorthAmerica"""
1384,"""Grand Traverse Peak""",3975,83.69%,28582,"""Colorado,UnitedStates,NorthAmerica"""
1385,"""Petit Griffon""",3975,74.01%,6555,"""California,UnitedStates,NorthAmerica"""
1386,"""Bobs Towers""",3975,85.62%,4887,"""Wyoming,UnitedStates,NorthAmerica"""
1387,"""Mount Barcroft""",3975,74.92%,13244,"""California,UnitedStates,NorthAmerica"""
1388,"""""NW Wasatch"" (Peak 13,039)""",3974,85.87%,10942,"""Utah,UnitedStates,NorthAmerica"""
1389,"""Old Baldy""",3974,84.82%,21131,"""Colorado,UnitedStates,NorthAmerica"""
1390,"""United States Mountain""",3973,81.84%,3994,"""Colorado,UnitedStates,NorthAmerica"""
1391,"""West Elk Peak""",3973,84.82%,30200,"""Colorado,UnitedStates,NorthAmerica"""
1392,"""Mount Solomons""",3973,80.49%,15196,"""California,UnitedStates,NorthAmerica"""
1393,"""Williams Mountain South C""",3972,79.78%,2880,"""Colorado,UnitedStates,NorthAmerica"""
1394,"""East Lovenia""",3972,95.01%,11589,"""Utah,UnitedStates,NorthAmerica"""
1395,"""Piz Scerscen""",3971,93.81%,17883,"""Lombardia/Graubünden(Bernina),Italy/Switzerland,Europe"""
1396,"""Van Wirt Mountain""",3970,91.45%,6199,"""Colorado,UnitedStates,NorthAmerica"""
1397,"""North Truchas Peak -WIP""",3970,92.32%,35131,"""NewMexico,UnitedStates,NorthAmerica"""
1398,"""Snow Peak""",3970,86.36%,21119,"""Colorado,UnitedStates,NorthAmerica"""
1399,"""Eiger""",3970,99.93%,365339,"""Switzerland,Europe"""
1400,"""Niwot Ridge""",3969,73.06%,10492,"""Colorado,UnitedStates,NorthAmerica"""
1401,"""la Grivola""",3969,92.04%,44885,"""Valled'Aosta,Italy,Europe"""
1402,"""Unnamed 13020 and Hayden Peak""",3968,77.48%,2331,"""Colorado,UnitedStates,NorthAmerica"""
1403,"""Wheeler Peak""",3968,84.82%,19895,"""California,UnitedStates,NorthAmerica"""
1404,"""Bow Mountain""",3968,77.48%,1347,"""Wyoming,UnitedStates,NorthAmerica"""
1405,"""Mount Whitecap""",3968,84.82%,11855,"""Wyoming,UnitedStates,NorthAmerica"""
1406,"""UN13,020 B""",3968,81.18%,4003,"""Colorado,UnitedStates,NorthAmerica"""
1407,"""“Polychrome Peak” (0.6 mi E of Shepherd Pass)""",3968,72.08%,7528,"""California,UnitedStates,NorthAmerica"""
1408,"""Mount Gould""",3966,85.52%,44868,"""California,UnitedStates,NorthAmerica"""
1409,"""Golden Bear Peak, Pt. 13,010""",3965,74.92%,10309,"""Colorado,UnitedStates,NorthAmerica"""
1410,"""Pennsylvania Mountain""",3964,89.39%,32293,"""Colorado,UnitedStates,NorthAmerica"""
1411,"""Tochal ski area""",3964,76.66%,6401,"""Tehran,Iran,Asia"""
1412,"""Mount Morgan (N)""",3964,73.29%,20208,"""California,UnitedStates,NorthAmerica"""
1413,"""Black Tooth Mountain""",3964,81.58%,40830,"""Wyoming,UnitedStates,NorthAmerica"""
1414,"""Climbers Point &amp; Skiers Point""",3964,83.69%,12951,"""Colorado,UnitedStates,NorthAmerica"""
1415,"""Tochal""",3964,90.47%,43773,"""Tehran,Iran,Asia"""
1416,"""Kuna Peak""",3963,84.26%,42315,"""California,UnitedStates,NorthAmerica"""
1417,"""UN 13,001""",3963,82.48%,4370,"""Colorado,UnitedStates,NorthAmerica"""
1418,"""Knife Point Mountain""",3963,73.06%,1410,"""Wyoming,UnitedStates,NorthAmerica"""
1419,"""Peak R ""Mount Bledsoe""""",3962,84.69%,12321,"""Colorado,UnitedStates,NorthAmerica"""
1420,"""Jahneston Peaks""",3962,85.36%,7952,"""Tehran,Iran,Asia"""
1421,"""“Sky Pilot Peak” (0.3 mi S of Longley Pass)""",3962,75.81%,9056,"""California,UnitedStates,NorthAmerica"""
1422,"""Temple Crag""",3962,92.77%,65996,"""California,UnitedStates,NorthAmerica"""
1423,"""Grand Cornier""",3962,84.95%,22447,"""Wallis(Valais),Switzerland,Europe"""
1424,"""Äbeni Flue""",3962,79.22%,27057,"""BerneseAlps,Switzerland,Europe"""
1425,"""Dragon Peak""",3961,86.78%,40432,"""California,UnitedStates,NorthAmerica"""
1426,"""""Sheepshead Peak"" &amp; UN 12,900""",3959,90.48%,22504,"""NewMexico,UnitedStates,NorthAmerica"""
1427,"""Squaw BM""",3959,88.95%,8734,"""Utah,UnitedStates,NorthAmerica"""
1428,"""Matthes Peak""",3959,81.18%,11092,"""California,UnitedStates,NorthAmerica"""
1429,"""Bear Mountain""",3958,88.51%,10521,"""Colorado,UnitedStates,NorthAmerica"""
1430,"""Peak 8""",3958,91.45%,35625,"""Colorado,UnitedStates,NorthAmerica"""
1431,"""Square Top Mountain (Fossil Ridge Wild.)""",3958,89.01%,25549,"""Colorado,UnitedStates,NorthAmerica"""
1432,"""Little Baldy Mountain""",3957,84%,13805,"""Colorado,SangreDeCristoMountains,UnitedStates,NorthAmerica"""
1433,"""Reconnoiter Peak""",3956,77.48%,1200,"""Colorado,UnitedStates,NorthAmerica"""
1434,"""Mount Toll""",3956,91.37%,48024,"""Colorado,UnitedStates,NorthAmerica"""
1435,"""Rodgers Peak""",3956,82.48%,28921,"""California,UnitedStates,NorthAmerica"""
1436,"""Mt Woolsey""",3956,0%,307,"""Wyoming,UnitedStates,NorthAmerica"""
1437,"""Simpson Peak""",3956,86.37%,10050,"""NewMexico,UnitedStates,NorthAmerica"""
1438,"""Mount Robson""",3954,99.54%,134748,"""BritishColumbia,Canada,NorthAmerica"""
1439,"""Ailefroide""",3954,83.1%,29109,"""Dauphiné,France,Europe"""
1440,"""Shoor Gardan""",3953,86.85%,3204,"""Mazandaran,Iran,Asia"""
